Time (UTC),Machines > Bridgeport Mill 2 > Spindle > X-Axial > Damage Accumulation,Machines > Bridgeport Mill 2 > Spindle > Y-Radial > Damage Accumulation
2/29/2020 5:03,1.01E+00,9.98E-01
2/29/2020 5:13,1.01E+00,9.98E-01
2/29/2020 5:23,1.01E+00,9.98E-01
2/29/2020 5:33,1.01E+00,9.98E-01
2/29/2020 5:43,1.01E+00,9.98E-01
2/29/2020 5:53,1.01E+00,9.98E-01
2/29/2020 6:03,1.01E+00,9.98E-01
2/29/2020 6:13,1.01E+00,9.98E-01
2/29/2020 6:23,1.01E+00,9.98E-01
2/29/2020 6:33,1.01E+00,9.98E-01
2/29/2020 6:43,1.01E+00,9.98E-01
2/29/2020 6:53,1.01E+00,9.98E-01
2/29/2020 7:03,1.01E+00,9.98E-01
2/29/2020 7:23,1.01E+00,9.98E-01
2/29/2020 7:33,1.01E+00,9.98E-01
2/29/2020 7:43,1.01E+00,9.98E-01
2/29/2020 7:53,1.01E+00,9.98E-01
2/29/2020 8:03,1.01E+00,9.98E-01
2/29/2020 8:13,1.01E+00,9.98E-01
2/29/2020 8:33,1.01E+00,9.98E-01
2/29/2020 8:43,1.01E+00,9.98E-01
2/29/2020 8:53,1.01E+00,9.98E-01
2/29/2020 9:03,1.01E+00,9.98E-01
2/29/2020 9:13,1.01E+00,9.98E-01
2/29/2020 9:23,1.01E+00,9.98E-01
2/29/2020 9:33,1.01E+00,9.98E-01
2/29/2020 9:43,1.01E+00,9.98E-01
2/29/2020 9:53,1.01E+00,9.98E-01
2/29/2020 10:03,1.01E+00,9.98E-01
2/29/2020 10:13,1.01E+00,9.98E-01
2/29/2020 10:23,1.01E+00,9.98E-01
2/29/2020 10:33,1.01E+00,9.98E-01
2/29/2020 10:53,1.01E+00,9.98E-01
2/29/2020 11:03,1.01E+00,9.98E-01
2/29/2020 11:13,1.01E+00,9.98E-01
2/29/2020 11:23,1.01E+00,9.98E-01
2/29/2020 11:33,1.01E+00,9.98E-01
2/29/2020 11:43,1.01E+00,9.98E-01
2/29/2020 11:53,1.01E+00,9.98E-01
2/29/2020 12:03,1.01E+00,9.98E-01
2/29/2020 12:13,1.01E+00,9.98E-01
2/29/2020 12:23,1.01E+00,9.98E-01
2/29/2020 12:33,1.01E+00,9.98E-01
2/29/2020 12:43,1.01E+00,9.98E-01
2/29/2020 12:53,1.01E+00,9.98E-01
2/29/2020 13:03,1.01E+00,9.98E-01
2/29/2020 13:13,1.01E+00,9.98E-01
2/29/2020 13:23,1.01E+00,9.98E-01
2/29/2020 13:33,1.01E+00,9.98E-01
2/29/2020 13:43,1.01E+00,9.98E-01
2/29/2020 13:53,1.01E+00,9.98E-01
2/29/2020 14:03,1.01E+00,9.98E-01
2/29/2020 14:13,1.01E+00,9.98E-01
2/29/2020 14:23,1.01E+00,9.98E-01
2/29/2020 14:33,1.01E+00,9.98E-01
2/29/2020 14:43,1.01E+00,9.98E-01
2/29/2020 14:53,1.01E+00,9.98E-01
2/29/2020 15:03,1.01E+00,9.98E-01
2/29/2020 15:13,1.01E+00,9.98E-01
2/29/2020 15:23,1.01E+00,9.98E-01
2/29/2020 15:33,1.01E+00,9.98E-01
2/29/2020 15:43,1.01E+00,9.98E-01
2/29/2020 15:53,1.01E+00,9.98E-01
2/29/2020 16:03,1.01E+00,9.98E-01
2/29/2020 16:13,1.01E+00,9.98E-01
2/29/2020 16:23,1.01E+00,9.98E-01
2/29/2020 16:33,1.01E+00,9.98E-01
2/29/2020 16:43,1.01E+00,9.98E-01
2/29/2020 16:53,1.01E+00,9.98E-01
2/29/2020 17:03,1.01E+00,9.98E-01
2/29/2020 17:13,1.01E+00,9.98E-01
